filename	label	sex	speaker	domain	fold
MSP-IMPROV-S16N-F02-R-FF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S16N-M02-R-MM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S16S-F02-R-FF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S16S-M02-R-MM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S17A-F02-R-FF01	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S17A-F02-R-FF02	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S17A-M02-R-MM01	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S17H-F02-R-FF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S17H-M02-R-MM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S17N-F02-R-FF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S17N-M02-R-MM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S17S-F02-R-FF01	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S17S-M02-R-MM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S18A-F02-R-FF01	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S18A-F02-R-FF02	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S18A-M02-R-MM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S18H-F02-R-FF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S18H-M02-R-MM01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S18N-F02-R-FF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S18N-M02-R-MM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S18S-F02-R-FF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S19A-F02-R-FF01	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S19A-F02-R-FF02	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S19H-F02-R-FF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S19H-M02-R-MM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S19N-F02-R-FF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S19N-M02-R-MM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S19S-F02-R-FF01	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S19S-M02-R-MM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S20A-F02-R-FF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S20A-F02-R-FF02	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S20A-M02-R-MM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S20H-F02-R-FF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S20H-M02-R-MM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S20N-F02-R-FF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S20N-M02-R-MM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S20S-F02-R-FF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S20S-M02-R-MM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01A-F02-P-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01A-F02-P-MF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01A-F02-P-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01A-F02-P-MF03	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01A-F02-S-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01A-F02-S-FM02	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01A-F02-S-FM03	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01A-F02-S-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01A-F02-S-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01A-F02-T-FM01	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01A-M02-P-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01A-M02-P-FM02	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01A-M02-P-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01A-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01A-M02-S-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01A-M02-S-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01A-M02-S-MF02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01A-M02-S-MF03	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01A-M02-T-MF01	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01H-F02-P-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01H-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01H-F02-P-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01H-F02-S-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01H-F02-S-FM02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01H-F02-S-FM03	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01H-F02-S-FM04	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01H-F02-S-FM05	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01H-F02-S-MF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01H-F02-S-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01H-F02-S-MF03	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01H-F02-T-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01H-M02-P-FM01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01H-M02-P-FM02	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01H-M02-S-FM01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01H-M02-S-FM03	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01H-M02-S-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01H-M02-T-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01N-F02-P-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01N-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01N-F02-S-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01N-F02-S-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01N-F02-T-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01N-M02-P-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01N-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01N-M02-S-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01N-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01S-F02-P-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01S-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01S-F02-P-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01S-F02-S-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01S-F02-S-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01S-F02-T-FM01	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S01S-M02-P-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01S-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01S-M02-S-MF01	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S01S-M02-T-MF01	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02A-F02-P-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02A-F02-P-FM02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02A-F02-P-FM03	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02A-F02-P-FM04	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02A-F02-P-FM05	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02A-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02A-F02-P-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02A-F02-P-MF03	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02A-F02-P-MF04	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02A-F02-P-MF05	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02A-F02-S-FM01	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02A-F02-S-FM02	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02A-F02-S-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02A-F02-S-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02A-F02-T-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02A-M02-P-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02A-M02-P-FM02	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02A-M02-P-MF01	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02A-M02-P-MF02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02A-M02-P-MF03	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02A-M02-P-MF04	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02A-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02A-M02-S-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02A-M02-S-FM03	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02A-M02-S-FM04	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02A-M02-S-FM05	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02A-M02-S-FM06	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02A-M02-S-MF01	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02A-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02H-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02H-F02-S-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02H-F02-S-FM02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02H-F02-S-MF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02H-F02-S-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02H-F02-T-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02H-M02-P-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02H-M02-P-MF02	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02H-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02H-M02-S-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02H-M02-S-MF02	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02H-M02-T-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02N-F02-P-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02N-F02-S-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02N-F02-S-MF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02N-F02-S-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02N-F02-T-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02N-M02-P-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02N-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02N-M02-S-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02N-M02-S-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02N-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02S-F02-P-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02S-F02-P-FM02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02S-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02S-F02-S-FM01	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02S-F02-S-FM02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02S-F02-S-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02S-F02-S-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02S-F02-T-FM01	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S02S-M02-P-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02S-M02-P-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02S-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02S-M02-S-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02S-M02-S-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S02S-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03A-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03A-F02-S-FM01	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03A-F02-S-MF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03A-F02-T-FM01	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03A-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03A-M02-S-FM02	S	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03A-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03H-F02-P-MF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03H-F02-P-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03H-F02-S-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03H-F02-S-FM03	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03H-F02-S-MF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03H-F02-S-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03H-F02-S-MF03	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03H-F02-S-MF04	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03H-F02-S-MF05	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03H-F02-T-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03H-M02-P-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03H-M02-P-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03H-M02-P-MF02	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03H-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03H-M02-S-FM02	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03H-M02-S-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03H-M02-S-MF02	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03H-M02-S-MF03	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03H-M02-T-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03N-F02-P-MF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03N-F02-P-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03N-F02-S-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03N-F02-S-MF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03N-F02-S-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03N-F02-T-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03N-M02-P-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03N-M02-P-MF02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03N-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03N-M02-S-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03N-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03S-F02-P-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03S-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03S-F02-P-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03S-F02-P-MF03	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03S-F02-S-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03S-F02-S-FM02	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03S-F02-S-FM03	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03S-F02-S-MF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03S-F02-T-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S03S-M02-P-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03S-M02-P-MF02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03S-M02-P-MF03	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03S-M02-S-FM02	S	M	02M	MSP-IMPROV	2
MSP-IMPROV-S03S-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04A-F02-P-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04A-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04A-F02-S-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04A-F02-S-FM02	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04A-F02-S-FM03	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04A-F02-S-FM04	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04A-F02-S-FM05	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04A-F02-S-MF01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04A-F02-S-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04A-F02-T-FM01	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04A-M02-P-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04A-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04A-M02-S-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04A-M02-S-FM03	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04A-M02-S-MF01	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04A-M02-T-MF01	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04H-F02-P-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04H-F02-P-FM02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04H-F02-P-FM03	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04H-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04H-F02-P-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04H-F02-P-MF03	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04H-F02-S-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04H-F02-S-FM02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04H-F02-S-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04H-F02-S-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04H-F02-S-MF03	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04H-F02-T-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04H-M02-P-FM01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04H-M02-P-FM03	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04H-M02-P-MF02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04H-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04H-M02-S-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04H-M02-S-MF02	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04H-M02-S-MF03	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04H-M02-T-MF01	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04N-F02-P-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04N-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04N-F02-S-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04N-F02-S-FM02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04N-F02-S-FM03	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04N-F02-S-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04N-F02-S-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04N-F02-S-MF03	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04N-F02-S-MF05	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04N-F02-T-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04N-M02-P-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04N-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04N-M02-S-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04N-M02-S-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04N-M02-S-MF02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04N-M02-S-MF03	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04N-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04S-F02-P-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04S-F02-S-FM01	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04S-F02-S-FM02	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04S-F02-S-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04S-F02-S-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04S-F02-T-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S04S-M02-P-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04S-M02-P-MF02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04S-M02-S-MF01	S	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04S-M02-S-MF02	S	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04S-M02-S-MF03	S	M	02M	MSP-IMPROV	2
MSP-IMPROV-S04S-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05A-F02-P-FM01	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05A-F02-P-FM02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05A-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05A-F02-P-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05A-F02-S-FM01	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05A-F02-S-FM03	A	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05A-F02-S-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05A-F02-S-MF02	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05A-F02-S-MF03	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05A-F02-S-MF04	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05A-F02-T-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05A-M02-P-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05A-M02-P-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05A-M02-P-FM05	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05A-M02-P-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05A-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05A-M02-S-FM03	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05A-M02-S-FM04	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05A-M02-S-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05A-M02-T-MF01	A	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05H-F02-P-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05H-F02-P-FM02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05H-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05H-F02-S-FM01	H	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05H-F02-S-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05H-F02-T-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05H-M02-P-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05H-M02-P-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05H-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05H-M02-S-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05H-M02-S-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05H-M02-S-MF02	H	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05H-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05N-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05N-F02-S-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05N-F02-S-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05N-F02-T-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05N-M02-P-MF01	S	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05N-M02-S-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05N-M02-S-FM02	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05N-M02-T-MF01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05S-F02-P-FM01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05S-F02-P-MF01	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05S-F02-P-MF02	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05S-F02-S-FM01	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05S-F02-S-FM02	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05S-F02-S-FM03	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05S-F02-S-FM04	N	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05S-F02-S-MF01	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05S-F02-S-MF02	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05S-F02-S-MF03	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05S-F02-S-MF04	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05S-F02-T-FM01	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05S-F02-T-FM02	S	F	02F	MSP-IMPROV	2
MSP-IMPROV-S05S-M02-P-FM01	N	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05S-M02-P-MF01	S	M	02M	MSP-IMPROV	2
MSP-IMPROV-S05S-M02-S-FM01	S	M	02M	MSP-IMPROV	2
